Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age,COVID,Pneumonia,Influenza,"Pneumonia, Influenza","Pneumonia, Influenza, COVID",Total,Footnote
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Montana,65 years and over,,11,0,11,17,158,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nebraska,All Ages,,22,0,22,26,312,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nebraska,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nebraska,18-64 years,,,0,,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nebraska,65 years and over,,17,0,17,19,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nevada,All Ages,33,54,0,54,59,533,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nevada,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nevada,18-64 years,16,16,0,16,20,165,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Nevada,65 years and over,17,38,0,38,39,365,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Hampshire,All Ages,,,0,,,253,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Hampshire,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Hampshire,18-64 years,,,0,,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Hampshire,65 years and over,,,0,,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Jersey,All Ages,31,79,0,79,95,1376,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Jersey,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Jersey,18-64 years,13,25,0,25,30,370,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Jersey,65 years and over,18,54,0,54,65,997,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Mexico,All Ages,10,26,0,26,30,423,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Mexico,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Mexico,18-64 years,,10,0,10,10,161,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New Mexico,65 years and over,,16,0,16,20,254,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York,All Ages,32,133,0,133,148,1907,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York,0-17 years,0,0,0,0,0,18,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York,18-64 years,12,27,0,27,31,448,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York,65 years and over,20,106,0,106,117,1441,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York City,All Ages,28,75,0,75,92,1044,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York City,0-17 years,0,0,0,0,0,13,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York City,18-64 years,,16,0,16,21,296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,New York City,65 years and over,22,59,0,59,71,735,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Carolina,All Ages,37,83,0,83,99,1407,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Carolina,0-17 years,,0,0,0,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Carolina,18-64 years,13,18,0,18,23,450,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Carolina,65 years and over,23,65,0,65,75,931,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Dakota,All Ages,,10,0,10,11,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Dakota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Dakota,18-64 years,,,0,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,North Dakota,65 years and over,0,,0,,,92,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Ohio,All Ages,45,94,0,94,124,2341,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Ohio,0-17 years,0,0,0,0,0,32,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Ohio,18-64 years,13,22,0,22,33,634,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Ohio,65 years and over,32,72,0,72,91,1675,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oklahoma,All Ages,27,53,,55,71,825,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oklahoma,0-17 years,,0,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oklahoma,18-64 years,14,16,,17,25,236,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oklahoma,65 years and over,12,37,,38,45,586,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oregon,All Ages,17,27,0,27,33,923,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oregon,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oregon,18-64 years,,,0,,,244,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Oregon,65 years and over,12,26,0,26,28,675,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Pennsylvania,All Ages,36,104,0,104,127,2495,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Pennsylvania,0-17 years,0,0,0,0,0,18,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Pennsylvania,18-64 years,,21,0,21,24,597,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Pennsylvania,65 years and over,29,83,0,83,103,1880,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Rhode Island,All Ages,,12,0,12,15,182,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Rhode Island,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Rhode Island,18-64 years,,,0,,,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Rhode Island,65 years and over,,11,0,11,13,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Carolina,All Ages,21,50,0,50,63,1037,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Carolina,0-17 years,,,0,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Carolina,18-64 years,,13,0,13,18,317,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Carolina,65 years and over,12,36,0,36,44,702,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Dakota,All Ages,,,0,,11,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Dakota,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Dakota,18-64 years,,,0,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,South Dakota,65 years and over,,,0,,,124,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Tennessee,All Ages,29,89,,90,103,1450,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Tennessee,0-17 years,,0,,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Tennessee,18-64 years,,23,0,23,26,439,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Tennessee,65 years and over,19,66,0,66,75,993,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Texas,All Ages,178,292,0,292,373,4279,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Texas,0-17 years,0,0,0,0,0,73,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Texas,18-64 years,92,97,0,97,137,1316,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Texas,65 years and over,86,195,0,195,236,2890,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Utah,All Ages,15,21,0,21,29,404,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Utah,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Utah,18-64 years,,12,0,12,14,128,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Utah,65 years and over,,,0,,15,269,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Vermont,All Ages,,0,0,0,,123,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Vermont,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Vermont,18-64 years,0,0,0,0,0,24,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Vermont,65 years and over,,0,0,0,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Virginia,All Ages,21,73,0,73,77,1424,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Virginia,0-17 years,0,0,0,0,0,18,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Virginia,18-64 years,10,21,0,21,21,384,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Virginia,65 years and over,11,52,0,52,56,1022,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Washington,All Ages,47,76,0,76,91,1568,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Washington,0-17 years,0,0,0,0,0,14,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Washington,18-64 years,19,25,0,25,29,375,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Washington,65 years and over,28,51,0,51,62,1179,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,West Virginia,All Ages,14,38,0,38,44,468,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,West Virginia,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,West Virginia,18-64 years,,,0,,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,West Virginia,65 years and over,11,30,0,30,35,338,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wisconsin,All Ages,18,38,0,38,49,1062,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wisconsin,0-17 years,0,0,0,0,0,12,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wisconsin,18-64 years,,,0,,13,251,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wisconsin,65 years and over,12,30,0,30,36,799,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wyoming,All Ages,,10,0,10,13,108,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wyoming,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wyoming,18-64 years,,,0,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,Wyoming,65 years and over,,,0,,,73,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 1,All Ages,30,105,,106,124,2486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 1,0-17 years,0,0,0,0,0,23,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 1,18-64 years,,19,0,19,22,562,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 1,65 years and over,24,86,,87,102,1901,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 2,All Ages,91,287,0,287,335,4327,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 2,0-17 years,0,0,0,0,0,40,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 2,18-64 years,31,68,0,68,82,1114,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 2,65 years and over,60,219,0,219,253,3173,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 3,All Ages,89,287,0,287,332,5662,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 3,0-17 years,0,0,0,0,0,55,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 3,18-64 years,27,65,0,65,73,1501,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 3,65 years and over,62,222,0,222,259,4106,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 4,All Ages,379,820,,822,986,12684,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 4,0-17 years,,,,,,164,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 4,18-64 years,119,213,,214,258,3674,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 4,65 years and over,256,606,0,606,723,8846,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 5,All Ages,189,479,0,479,580,9606,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 5,0-17 years,0,0,0,0,0,120,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 5,18-64 years,68,111,0,111,153,2531,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 5,65 years and over,121,368,0,368,427,6955,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 6,All Ages,284,460,,462,597,7127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 6,0-17 years,,0,0,0,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 6,18-64 years,139,150,,151,213,2212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 6,65 years and over,144,310,,311,383,4811,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 7,All Ages,123,183,,185,241,2642,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 7,0-17 years,,0,0,0,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 7,18-64 years,48,47,0,47,67,664,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 7,65 years and over,74,136,,138,173,1952,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 8,All Ages,80,117,0,117,152,1836,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 8,0-17 years,0,,0,,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 8,18-64 years,29,39,0,39,48,523,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 8,65 years and over,51,75,0,75,101,1285,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 9,All Ages,172,454,0,454,518,7276,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 9,0-17 years,0,,0,,,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 9,18-64 years,78,123,0,123,148,2043,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 9,65 years and over,94,330,0,330,369,5145,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 10,All Ages,75,122,0,122,148,2902,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 10,0-17 years,0,0,0,0,0,24,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 10,18-64 years,28,29,0,29,39,735,
11/4/2021,6/27/2021,7/3/2021,2021,26,7/3/2021,By Week,Week-ending,HHS Region 10,65 years and over,47,93,0,93,109,2143,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,United States,All Ages,1616,3472,3,3475,4202,55899,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,United States,0-17 years,0,15,0,15,15,665,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,United States,18-64 years,581,893,0,893,1151,15409,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,United States,65 years and over,1035,2564,3,2567,3036,39825,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alabama,All Ages,36,77,0,77,98,1155,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alabama,0-17 years,0,0,0,0,0,23,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alabama,18-64 years,15,24,0,24,33,351,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alabama,65 years and over,21,53,0,53,65,781,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alaska,All Ages,,,0,,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alaska,0-17 years,0,0,0,0,0,0,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alaska,18-64 years,0,,0,,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Alaska,65 years and over,,,0,,,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arizona,All Ages,43,79,0,79,98,1300,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arizona,0-17 years,0,0,0,0,0,20,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arizona,18-64 years,15,21,0,21,27,389,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arizona,65 years and over,28,58,0,58,71,891,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arkansas,All Ages,60,60,0,60,87,684,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arkansas,0-17 years,0,0,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arkansas,18-64 years,25,22,0,22,33,207,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,Arkansas,65 years and over,35,38,0,38,54,469,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,California,All Ages,120,303,0,303,355,5235,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,California,0-17 years,0,0,0,0,0,63,
11/4/2021,7/4/2021,7/10/2021,2021,27,7/10/2021,By Week,Week-ending,California,18-64 years,40,71,0,71,89,1433,
